CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
C11814,912.36003,1.0,10709.17,9689.36,1019.81,0.0,1.0,1.0,1.0,0.0,0,49,15000.0,11381.63396,299.249818,1.0,12,6
C11825,1377.812538,1.0,14300.98,10394.67,3906.31,0.0,1.0,0.916667,0.916667,0.0,0,55,18000.0,13535.67697,352.090849,1.0,12,6
C12024,3476.603507,1.0,9683.28,7253.28,2430.0,0.0,0.75,0.5,0.25,0.0,0,15,12500.0,6084.947427,722.986478,0.0,12,6
C12054,1513.075264,1.0,15704.04,12618.86,3085.18,0.0,1.0,0.916667,0.916667,0.0,0,185,3000.0,14399.70318,310.712671,0.916667,12,6
C12332,847.191896,1.0,11507.4,5904.78,5602.62,0.0,1.0,1.0,1.0,0.0,0,148,10500.0,10414.467,258.364994,0.833333,12,6
C12905,11642.60156,1.0,15108.47,2370.0,12738.47,0.0,1.0,0.5,1.0,0.0,0,298,12000.0,16005.45204,11652.56511,0.0,12,6
C13183,6773.941979,1.0,14215.0,14215.0,0.0,464.795495,0.583333,0.583333,0.0,0.083333,1,30,9000.0,5773.661106,6338.527589,0.0,12,6
C13195,725.529062,1.0,8754.59,8636.73,117.86,0.0,1.0,1.0,0.25,0.0,0,116,4000.0,8648.305093,195.873012,0.916667,12,6
C13376,3122.507074,1.0,10755.68,6488.74,4266.94,573.846921,0.916667,0.833333,0.833333,0.166667,2,151,10000.0,5199.074518,787.853297,0.0,12,6
C13825,2692.671422,1.0,13013.5,9849.05,3164.45,0.0,1.0,1.0,0.833333,0.0,0,200,7000.0,11250.01917,723.647022,0.0,12,6
C13896,4199.989868,1.0,11653.14,6884.6,4768.54,0.0,0.916667,1.0,0.916667,0.0,0,84,16500.0,13660.2412,1056.912965,0.0,12,6
C14667,776.919827,1.0,11522.9,11146.28,376.62,0.0,1.0,1.0,0.416667,0.0,0,68,4500.0,11082.51429,237.006434,0.916667,12,6
C14964,1161.901683,1.0,10903.22,7841.79,3061.43,0.0,1.0,1.0,1.0,0.0,0,136,12000.0,10799.00074,235.88019,1.0,12,6
C15159,9309.635579,1.0,9007.67,8775.37,232.3,0.0,1.0,1.0,0.25,0.0,0,87,15000.0,5528.180381,2618.776868,0.0,12,6
C15190,975.416023,1.0,9586.1,7916.74,1669.36,0.0,1.0,1.0,1.0,0.0,0,248,12000.0,8906.373361,214.210554,0.916667,12,6
C15196,6257.390416,1.0,9228.97,9081.24,147.73,0.0,1.0,1.0,0.916667,0.0,0,85,9400.0,2139.278062,3537.101876,0.0,12,6
C15407,4060.710208,0.727273,22500.0,0.0,22500.0,0.0,0.5,0.0,0.416667,0.0,0,12,23000.0,8760.860264,1645.535202,0.0,12,6
C15625,2306.698723,0.727273,12784.51,11246.07,1538.44,191.652876,0.666667,0.666667,0.333333,0.083333,1,68,6200.0,13705.00441,1310.291574,0.0,12,6
C15649,1127.643812,1.0,14454.98,10454.28,4000.7,0.0,1.0,1.0,1.0,0.0,0,82,9000.0,12996.64271,289.757941,0.916667,12,6
C15731,2901.999862,1.0,11250.65,10165.88,1084.77,0.0,1.0,1.0,0.75,0.0,0,274,9500.0,6443.381719,691.328423,0.083333,12,6
C16102,2813.134224,0.818182,8834.96,8269.36,565.6,0.0,0.75,0.666667,0.583333,0.0,0,24,7000.0,3788.138204,739.344097,0.0,12,6
C16448,965.514081,1.0,8945.67,8945.67,0.0,0.0,0.916667,0.916667,0.0,0.0,0,23,5500.0,7917.840874,261.663214,1.0,12,6
C16509,2369.851759,1.0,9934.93,8500.67,1434.26,0.0,1.0,0.833333,1.0,0.0,0,91,10000.0,3670.569073,617.994101,0.0,12,6
C16565,946.059539,1.0,10915.37,9323.71,1591.66,0.0,1.0,1.0,1.0,0.0,0,93,5000.0,12612.66824,263.274743,1.0,12,6
C16823,348.342172,0.909091,11878.25,7958.96,3919.29,0.0,1.0,1.0,0.416667,0.0,0,103,6000.0,11845.84124,156.68356,0.6,12,6
C17473,561.003319,1.0,11577.0,10975.0,602.0,875.58307,1.0,1.0,0.5,0.25,6,97,5500.0,12148.50351,188.413837,0.666667,12,6
C17579,4228.417754,1.0,11994.71,11994.71,0.0,496.521561,0.25,0.25,0.0,0.083333,2,8,13450.0,508.797444,1725.645623,0.0,12,6
C17757,2017.391656,1.0,12024.37,11224.1,800.27,0.0,1.0,1.0,0.5,0.0,0,133,8000.0,11516.39232,556.651236,0.333333,12,6
