CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
C10609,15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,1.0,0.083333,2,62,19000.0,11123.40918,4467.520244,0.0,12,1
C10641,837.950585,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,7000.0,7883.621179,208.069929,1.0,12,1
C10644,3774.063585,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,11500.0,2529.085319,1256.196236,0.0,12,1
C10645,1088.031913,1.0,9734.63,3756.01,5978.62,0.0,1.0,1.0,1.0,0.0,0,194,8500.0,8571.945329,204.762568,0.083333,12,1
C10647,5248.392421,1.0,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000.0,8495.972927,1183.069705,0.25,12,1
C10681,1724.2041,1.0,8371.19,4192.8,4178.39,959.946429,1.0,0.5,1.0,0.083333,1,87,3800.0,9582.782864,1805.370785,0.25,12,1
C10735,13763.47358,1.0,9670.84,6701.08,2969.76,1896.204934,1.0,0.75,1.0,0.166667,2,88,17500.0,24199.11108,3039.137305,0.083333,12,1
C10736,1861.026633,1.0,7446.18,6376.98,1069.2,2817.03397,1.0,1.0,1.0,0.25,5,82,10000.0,10274.93122,528.241518,0.333333,12,1
C10752,1355.180523,0.909091,8820.67,2549.65,6271.02,0.0,0.75,0.583333,0.583333,0.0,0,37,6500.0,3609.323897,416.412205,0.0,12,1
C10753,6713.551391,1.0,7590.08,7403.57,186.51,1596.569821,0.666667,0.666667,0.166667,0.166667,4,81,10000.0,2344.430467,4676.633767,0.0,12,1
C10830,772.54691,1.0,8519.02,8003.21,515.81,237.066662,1.0,1.0,1.0,0.083333,1,117,17500.0,5828.994002,270.774147,0.833333,12,1
C10922,4007.029155,1.0,7597.09,6761.29,835.8,0.0,1.0,1.0,0.333333,0.0,0,22,6500.0,0.0,,0.0,12,1
C10972,391.179957,0.909091,7363.38,6965.06,398.32,0.0,0.833333,0.666667,0.416667,0.0,0,42,4500.0,11891.44907,889.95708,1.0,12,1
C11192,741.294747,1.0,7096.36,4287.78,2808.58,0.0,1.0,1.0,1.0,0.0,0,84,7500.0,6642.324858,211.053637,1.0,12,1
C11237,1060.385693,1.0,5327.61,5327.61,0.0,3467.977927,0.833333,0.833333,0.0,0.583333,12,53,6000.0,8412.649548,247.085679,0.9,12,1
C11262,599.044829,1.0,6528.65,4859.87,1668.78,0.0,1.0,1.0,1.0,0.0,0,113,12000.0,5779.079513,176.295409,1.0,12,1
C11350,3892.352781,1.0,6068.82,5368.71,700.11,1806.05694,0.75,0.583333,0.333333,0.333333,12,61,7500.0,4417.82569,1764.680048,0.0,12,1
C11471,867.444685,1.0,8751.49,6206.99,2544.5,0.0,1.0,1.0,0.666667,0.0,0,63,4000.0,8622.953253,209.975643,1.0,12,1
C11481,1367.479599,0.818182,12375.0,0.0,12375.0,0.0,0.75,0.0,0.75,0.0,0,9,16500.0,15246.11594,295.779348,1.0,12,1
C11492,619.375758,1.0,6133.45,5932.61,200.84,0.0,1.0,1.0,0.5,0.0,0,129,7000.0,5505.517545,182.916276,0.833333,12,1
C11514,1995.089853,1.0,8335.69,7400.85,934.84,0.0,1.0,0.818182,0.272727,0.0,0,69,7000.0,3348.095046,1298.363292,0.0,11,1
C11541,1177.125233,1.0,8190.9,6949.66,1241.24,0.0,1.0,0.916667,0.5,0.0,0,56,5000.0,7007.797351,354.703333,0.416667,12,1
C11622,2270.429964,1.0,8257.26,6367.49,1889.77,4134.316549,1.0,1.0,1.0,0.75,15,139,13000.0,12080.20143,595.825281,0.25,12,1
C11625,1050.527038,0.818182,8880.59,2269.45,6611.14,0.0,1.0,0.333333,1.0,0.0,0,64,8500.0,7713.262155,266.749027,0.0,12,1
C11669,1034.555485,1.0,5787.66,5093.0,694.66,0.0,0.833333,0.666667,0.75,0.0,0,63,2700.0,5651.220766,263.619684,0.583333,12,1
C11715,4707.131609,0.636364,7066.08,4534.03,2532.05,5192.290154,0.583333,0.333333,0.5,0.25,12,87,10000.0,5352.856606,6887.163504,0.0,12,1
C11765,1917.441126,0.909091,12617.19,76.19,12541.0,0.0,0.333333,0.166667,0.166667,0.0,0,5,15000.0,13733.55783,336.823302,0.428571,12,1
C11819,5383.084424,1.0,9736.61,3684.52,6052.09,2965.656802,1.0,0.416667,1.0,0.25,7,135,9000.0,15824.73587,3364.021248,0.083333,12,1
C11877,9303.557117,1.0,6133.01,4045.67,2087.34,1895.60877,1.0,1.0,1.0,0.833333,23,115,12500.0,4054.579469,2998.465025,0.0,12,1
C12006,5598.864288,1.0,7194.53,6678.26,516.27,14200.89313,1.0,1.0,1.0,0.833333,37,69,15500.0,12487.36815,2074.900111,0.083333,12,1
C12078,5919.198579,1.0,9321.13,4678.79,4642.34,0.0,1.0,1.0,1.0,0.0,0,171,15000.0,7303.897866,1395.715133,0.0,12,1
C12087,595.655746,1.0,6562.24,4892.43,1669.81,0.0,1.0,1.0,1.0,0.0,0,114,8000.0,6240.58958,219.062841,1.0,12,1
C12088,3006.594256,1.0,9362.96,5098.75,4264.21,0.0,1.0,0.916667,1.0,0.0,0,103,7500.0,7079.1781,645.403234,0.0,12,1
C12210,6460.838794,1.0,6814.47,6814.47,0.0,0.0,1.0,1.0,0.0,0.0,0,15,13000.0,1917.817732,1643.130029,0.0,12,1
C12336,776.255666,1.0,6842.23,4938.13,1904.1,0.0,1.0,1.0,1.0,0.0,0,112,3500.0,5588.683151,280.509038,0.5,12,1
C12384,1138.534442,1.0,8665.38,6120.4,2544.98,0.0,1.0,1.0,1.0,0.0,0,104,9500.0,8216.880805,240.601287,0.166667,12,1
C12436,788.257316,1.0,9113.78,6138.57,2975.21,0.0,1.0,1.0,1.0,0.0,0,128,12000.0,7035.994095,243.938058,1.0,12,1
C12446,7803.470739,1.0,7184.73,6519.19,665.54,0.0,1.0,0.583333,0.916667,0.0,0,78,11500.0,2250.502094,3745.116848,0.0,12,1
C12473,4005.344926,1.0,9134.26,2002.9,7131.36,0.0,1.0,0.25,1.0,0.0,0,65,10500.0,3579.298838,1148.902535,0.0,12,1
C12597,984.724235,1.0,10243.48,4316.82,5926.66,0.0,1.0,0.333333,1.0,0.0,0,56,7500.0,11112.38396,252.899236,1.0,12,1
C12787,499.409588,1.0,6636.91,6157.74,479.17,109.211535,1.0,0.583333,1.0,0.083333,1,44,8000.0,4290.962037,206.810115,0.8,12,1
C12806,5266.121863,1.0,9030.08,6345.65,2684.43,0.0,0.916667,0.25,0.833333,0.0,0,28,6000.0,7973.983573,6567.292367,0.083333,12,1
C12893,2432.276042,1.0,7156.11,5921.26,1234.85,1543.726862,0.833333,0.833333,0.666667,0.166667,3,198,9500.0,1914.832296,621.422606,0.083333,12,1
C13077,523.329585,1.0,5819.46,4646.02,1173.44,0.0,1.0,1.0,1.0,0.0,0,114,6000.0,5279.91437,194.433112,0.916667,12,1
C13213,9753.114706,1.0,10199.63,4585.44,5614.19,113.120409,1.0,0.916667,1.0,0.166667,2,131,15000.0,8292.65306,2296.958624,0.0,12,1
C13272,11631.32337,1.0,14686.1,0.0,14686.1,3422.724703,1.0,0.0,1.0,0.083333,2,347,13600.0,11400.6013,10285.13412,0.0,12,1
C13381,826.019814,1.0,6856.25,6856.25,0.0,0.0,0.833333,0.833333,0.0,0.0,0,46,10500.0,6429.084786,215.361187,0.4,12,1
C13431,465.332882,1.0,6920.08,5182.71,1737.37,0.0,0.833333,0.583333,0.5,0.0,0,34,9500.0,5691.439238,235.694396,0.636364,12,1
C13479,877.354533,1.0,6954.28,6441.4,512.88,61.792952,1.0,1.0,1.0,0.083333,1,105,9000.0,7486.398825,236.319631,0.166667,12,1
C13501,8161.84873,1.0,5519.0,4986.43,532.57,0.0,1.0,1.0,0.583333,0.0,0,91,9000.0,3723.833142,4650.41017,0.0,12,1
C13549,1337.229284,1.0,6661.25,5805.5,855.75,0.0,1.0,1.0,0.5,0.0,0,108,1700.0,5936.298921,554.610686,0.0,12,1
C13588,10092.23573,1.0,8710.72,6799.79,1910.93,0.0,1.0,0.75,0.833333,0.0,0,83,18000.0,4557.360839,2831.402596,0.0,12,1
C13620,536.104848,1.0,8591.31,8008.5,582.81,0.0,0.916667,0.666667,0.166667,0.0,0,14,1000.0,8390.497243,659.502436,0.416667,12,1
C13630,868.044414,1.0,8443.97,7506.99,936.98,1637.416111,1.0,1.0,0.583333,0.25,6,46,9000.0,7793.279324,233.662599,0.909091,12,1
C13644,3012.642667,1.0,6999.56,6999.56,0.0,0.0,1.0,1.0,0.0,0.0,0,81,3500.0,5446.940305,573.86773,0.166667,12,1
C13653,5555.173827,1.0,6613.09,3594.45,3018.64,0.0,1.0,1.0,1.0,0.0,0,119,9500.0,5503.365097,1340.151555,0.0,12,1
C13736,383.921461,1.0,6598.29,6598.29,0.0,0.0,1.0,1.0,0.0,0.0,0,102,9500.0,4371.05477,229.880036,0.916667,12,1
C13850,4283.519021,1.0,8151.36,3092.07,5059.29,2685.118122,0.833333,0.416667,0.583333,0.25,5,48,9500.0,6839.916671,1409.01275,0.0,12,1
C13891,683.849179,1.0,7387.83,3894.51,3493.32,0.0,1.0,0.5,0.916667,0.0,0,50,8000.0,6873.576182,229.157755,0.75,12,1
C13899,1851.372165,1.0,6006.79,5506.81,499.98,0.0,1.0,1.0,0.916667,0.0,0,93,7600.0,5389.6734,586.24393,0.083333,12,1
C13938,726.779809,1.0,5497.04,5497.04,0.0,0.0,0.583333,0.583333,0.0,0.0,0,33,1700.0,4207.962368,193.423939,0.25,12,1
C13944,680.671377,1.0,8040.78,2946.69,5094.09,0.0,1.0,0.666667,1.0,0.0,0,66,7000.0,6331.737868,194.172362,0.833333,12,1
C13988,846.380946,1.0,8397.44,6812.04,1585.4,0.0,1.0,1.0,1.0,0.0,0,118,10000.0,8067.500812,202.618759,1.0,12,1
C14015,4825.450839,1.0,5855.46,5855.46,0.0,0.0,0.833333,0.833333,0.0,0.0,0,26,7000.0,3866.077948,1232.547913,0.0,12,1
C14020,475.675998,1.0,5421.73,5421.73,0.0,0.0,1.0,1.0,0.0,0.0,0,34,10500.0,5510.903074,183.857011,1.0,12,1
C14050,5643.992345,1.0,6141.58,5070.48,1071.1,1003.760024,1.0,0.916667,1.0,0.333333,6,92,13000.0,11514.83756,1494.575739,0.0,12,1
C14066,816.765152,1.0,7967.04,7839.22,127.82,0.0,1.0,1.0,0.416667,0.0,0,81,10000.0,8455.311569,193.562444,1.0,12,1
C14067,3177.232656,1.0,5877.73,5430.68,447.05,0.0,1.0,1.0,1.0,0.0,0,100,6000.0,6686.89278,1475.596139,0.0,12,1
C14144,4858.92532,1.0,9282.12,1578.86,7703.26,4446.461559,0.833333,0.5,0.666667,0.083333,1,111,9000.0,16822.58645,3983.471892,0.0,12,1
C14218,10116.70899,1.0,10166.69,3300.0,6866.69,0.0,0.833333,0.333333,0.666667,0.0,0,45,14000.0,2190.466875,4253.469898,0.0,12,1
C14249,3039.972975,1.0,5988.29,4484.77,1503.52,0.0,1.0,1.0,1.0,0.0,0,68,7000.0,2458.531724,878.361313,0.0,12,1
C14324,889.090252,1.0,9751.9,5896.76,3855.14,0.0,1.0,1.0,0.916667,0.0,0,115,4500.0,8418.403666,206.69023,0.666667,12,1
C14378,589.682566,0.909091,6398.73,6398.73,0.0,271.370767,0.583333,0.583333,0.0,0.083333,1,18,10500.0,7443.80581,183.239025,1.0,12,1
C14414,5740.590335,1.0,8218.32,8218.32,0.0,0.0,0.75,0.75,0.0,0.0,0,17,12000.0,3318.260207,1338.187189,0.0,12,1
C14417,4988.093733,1.0,8581.29,4640.84,3940.45,225.473003,1.0,0.666667,1.0,0.083333,1,94,10500.0,1571.883,1133.733957,0.0,12,1
C14447,722.689568,1.0,6493.25,6454.25,39.0,0.0,1.0,1.0,0.083333,0.0,0,38,3200.0,5777.820302,221.688527,0.75,12,1
C14551,700.100691,1.0,7244.98,2457.47,4787.51,0.0,1.0,0.833333,1.0,0.0,0,110,6200.0,6151.929937,197.28441,0.75,12,1
C14630,9962.070262,1.0,7465.91,6075.62,1390.29,0.0,1.0,0.833333,0.666667,0.0,0,57,18500.0,2403.16006,2207.068883,0.0,12,1
C14633,926.458992,0.818182,6200.71,5742.61,458.1,283.476295,0.666667,0.666667,0.416667,0.083333,1,49,7000.0,7932.430735,271.788449,0.142857,12,1
C14640,6956.37654,1.0,11500.94,3091.01,8409.93,15133.53213,1.0,1.0,1.0,1.0,48,308,14000.0,20122.00545,1617.014574,0.166667,12,1
C14837,782.392041,1.0,8168.9,3000.97,5167.93,0.0,1.0,0.666667,1.0,0.0,0,59,16500.0,7455.296139,232.694923,0.916667,12,1
C15047,3347.700395,1.0,5967.42,5016.08,951.34,0.0,1.0,1.0,1.0,0.0,0,73,11500.0,3012.483841,811.061687,0.0,12,1
C15229,1019.133646,1.0,9249.73,2326.09,6923.64,0.0,0.833333,0.583333,0.833333,0.0,0,96,9000.0,8716.674684,240.332998,0.3,12,1
C15301,273.429593,1.0,8534.58,7875.08,659.5,0.0,0.916667,0.916667,0.75,0.0,0,116,5000.0,7512.513474,131.710372,0.875,12,1
C15358,470.593325,1.0,6743.31,6182.78,560.53,0.0,1.0,1.0,0.666667,0.0,0,122,3200.0,4369.008441,222.118023,0.666667,12,1
C15574,1193.708983,1.0,6643.71,4841.7,1802.01,0.0,1.0,0.916667,0.75,0.0,0,39,12500.0,6446.627837,6340.898794,0.0,12,1
C15607,616.570241,0.818182,5788.81,5788.81,0.0,0.0,0.5,0.5,0.0,0.0,0,13,7000.0,5891.252034,285.762299,0.2,12,1
C15628,742.730997,1.0,6236.64,4613.7,1622.94,0.0,1.0,1.0,1.0,0.0,0,49,3750.0,8529.330225,256.82014,0.833333,12,1
C15831,2648.784405,1.0,6697.57,5281.17,1416.4,0.0,0.916667,0.916667,1.0,0.0,0,65,8200.0,2984.80545,678.731919,0.0,12,1
C15932,4450.957226,1.0,8445.96,1987.85,6458.11,0.0,1.0,0.75,1.0,0.0,0,224,6500.0,4792.662317,1124.614121,0.0,12,1
C16024,3967.453587,1.0,10148.7,3162.94,6985.76,0.0,1.0,0.666667,0.916667,0.0,0,157,9800.0,6722.566161,1925.158396,0.0,12,1
C16198,4507.000722,1.0,7394.18,2288.2,5105.98,5424.701791,1.0,0.916667,1.0,0.833333,40,130,11000.0,10460.87946,1076.5895,0.0,12,1
C16433,1930.900813,0.909091,5616.07,4960.73,655.34,4287.486377,0.666667,0.333333,0.25,0.333333,15,46,5500.0,10894.444,864.068895,0.111111,12,1
C16450,2277.067891,1.0,7025.02,7025.02,0.0,0.0,0.75,0.75,0.0,0.0,0,33,3500.0,6063.45472,2283.354515,0.083333,12,1
C16465,4217.472407,1.0,7311.99,7311.99,0.0,0.0,0.5,0.5,0.0,0.0,0,11,6700.0,2773.245445,1960.522407,0.0,12,1
C16579,3279.867381,0.875,6520.0,6520.0,0.0,0.0,0.75,0.75,0.0,0.0,0,7,3500.0,3524.512662,523.422296,0.125,8,1
C16619,2504.312118,1.0,8631.0,6983.43,1647.57,704.155697,1.0,1.0,0.75,0.333333,5,66,5000.0,5705.083777,598.008488,0.0,12,1
C16690,3759.848908,1.0,7472.37,6845.82,626.55,0.0,1.0,1.0,0.75,0.0,0,54,8500.0,5001.440215,926.454371,0.083333,12,1
C16935,3559.634883,1.0,7654.81,6984.29,670.52,0.0,0.666667,0.666667,0.333333,0.0,0,45,7000.0,2785.055072,783.737906,0.0,12,1
C17528,2479.815703,1.0,5812.17,5142.57,669.6,638.563709,0.916667,0.75,0.416667,0.083333,3,27,10500.0,4586.498256,680.37248,0.0,12,1
C17535,2971.600871,1.0,6513.38,4694.68,1818.7,0.0,0.916667,0.333333,0.833333,0.0,0,41,5000.0,4960.050608,1273.686277,0.0,12,1
C18435,4436.557694,1.0,6005.9,5838.38,167.52,567.971877,1.0,0.583333,0.916667,0.083333,1,61,10500.0,1650.425296,1067.515656,0.0,12,1
C18773,3326.323283,1.0,8209.77,2218.28,5991.49,0.0,1.0,0.416667,1.0,0.0,0,130,10000.0,1942.074765,702.905059,0.083333,12,1
C18926,368.318662,0.909091,8053.95,8053.95,0.0,0.0,0.833333,0.833333,0.0,0.0,0,46,2000.0,7966.582037,219.761189,0.777778,12,1
