CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
C10470,4700.106602,1.0,2570.0,492.46,2077.54,124.563782,0.75,0.166667,0.666667,0.166667,2,40,4500.0,3259.958288,5620.295192,0.0,12,5
C10478,636.669685,1.0,2022.38,1892.38,130.0,0.0,0.916667,0.916667,0.333333,0.0,0,19,6000.0,939.306791,301.000749,0.0,12,5
C10480,223.772475,1.0,3654.08,291.41,3362.67,0.0,1.0,0.166667,1.0,0.0,0,32,2500.0,3301.334578,180.338402,0.333333,12,5
C10488,206.596865,0.363636,1726.67,1726.67,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,6000.0,4804.383296,128.834658,0.0,12,5
C10503,456.648662,1.0,3355.33,2305.33,1050.0,0.0,0.916667,0.583333,0.833333,0.0,0,27,6500.0,2087.871747,207.584121,0.363636,12,5
C10512,4263.008734,1.0,3522.57,1482.0,2040.57,2485.845274,1.0,0.333333,1.0,0.25,6,25,6000.0,1165.621928,1520.54755,0.0,12,5
C10515,911.893997,1.0,1604.8,1527.3,77.5,1302.014616,0.25,0.25,0.083333,0.083333,2,11,4500.0,191.366024,307.812023,0.083333,12,5
C10532,5036.870531,1.0,1752.15,1564.16,187.99,1072.351863,1.0,0.916667,0.583333,0.25,4,53,10300.0,1489.597574,1549.64691,0.0,12,5
C10555,2374.663583,1.0,2242.26,1222.96,1019.3,228.465161,1.0,0.416667,1.0,0.083333,2,42,2850.0,2073.374513,874.422722,0.0,12,5
C10561,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11,19,17500.0,1727.425472,1770.058766,0.0,12,5
C10563,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23,60,5000.0,5174.255034,6174.387335,0.0,12,5
C10577,1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.666667,0.0,0.25,6,18,6000.0,2322.412643,360.670758,0.0,12,5
C10589,4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0,66,15000.0,14083.96809,1442.933291,0.25,12,5
C10594,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12,5
C10613,4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,1.0,0.25,0.416667,8,21,7500.0,7780.322889,950.496396,0.0,12,5
C10617,1642.024936,1.0,2094.38,2094.38,0.0,0.0,0.416667,0.416667,0.0,0.0,0,17,4500.0,576.699993,556.378998,0.0,12,5
C10622,5935.917803,1.0,1956.06,1777.14,178.92,0.0,0.916667,0.916667,0.333333,0.0,0,48,11500.0,1553.147417,1338.082337,0.0,12,5
C10623,266.588825,1.0,1750.51,1515.46,235.05,239.188373,1.0,1.0,0.166667,0.166667,2,31,3500.0,2103.253278,193.898848,0.25,12,5
C10630,202.190447,0.545455,2011.81,2011.81,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,2100.0,3144.544042,165.070133,0.8,12,5
C10653,2394.126386,1.0,3651.59,1544.79,2106.8,2420.908491,1.0,0.833333,1.0,0.166667,11,111,4500.0,6925.337419,1646.768053,0.083333,12,5
C10659,4925.502001,1.0,3050.72,989.14,2061.58,10901.29827,0.583333,0.333333,0.333333,0.416667,24,16,11500.0,21320.89625,3913.712987,0.166667,12,5
C10665,164.649775,1.0,1764.86,1149.34,615.52,0.0,1.0,0.666667,0.916667,0.0,0,21,10000.0,1768.463643,212.73674,1.0,12,5
C10666,299.765294,1.0,2352.2,1136.7,1215.5,0.0,0.916667,0.666667,0.75,0.0,0,30,6500.0,2671.279796,185.468819,0.25,12,5
C10673,5619.157028,1.0,2790.76,2549.25,241.51,0.0,1.0,1.0,0.333333,0.0,0,36,14000.0,1778.284067,1355.651702,0.0,12,5
C10689,975.165854,1.0,2281.56,2281.56,0.0,98.596565,0.916667,0.916667,0.0,0.166667,2,29,20000.0,2068.187388,243.235999,0.0,12,5
C10691,2331.38017,1.0,1919.66,1310.9,608.76,0.0,0.916667,0.416667,0.75,0.0,0,34,6000.0,6725.483653,609.161536,0.0,12,5
C10695,331.586253,1.0,3703.36,1653.98,2049.38,0.0,1.0,1.0,1.0,0.0,0,54,7500.0,3229.189675,195.370312,0.916667,12,5
C10716,233.395491,0.818182,2025.0,2025.0,0.0,385.62779,0.75,0.75,0.0,0.083333,1,21,6000.0,2420.445403,118.312302,0.5,12,5
C10718,448.190189,1.0,1687.29,1687.29,0.0,0.0,0.5,0.5,0.0,0.0,0,8,11500.0,1464.000198,261.032083,0.166667,12,5
C10720,546.844163,1.0,2427.26,1587.34,839.92,0.0,1.0,1.0,1.0,0.0,0,30,5000.0,1747.703784,176.211823,0.333333,12,5
C10725,255.052529,1.0,3267.03,1439.07,1827.96,0.0,1.0,1.0,1.0,0.0,0,101,6000.0,2841.850383,173.710118,1.0,12,5
C10731,963.572006,1.0,2210.97,1741.3,469.67,0.0,1.0,1.0,0.416667,0.0,0,50,9500.0,2946.752322,345.15359,0.0,12,5
C10776,1646.715644,1.0,2720.68,2580.19,140.49,0.0,1.0,0.833333,0.666667,0.0,0,49,5000.0,2800.406648,357.591488,0.0,12,5
C10786,815.427615,1.0,1936.01,1471.04,464.97,232.292989,0.916667,0.5,1.0,0.083333,1,27,2000.0,1759.115089,232.076866,0.0,12,5
C10787,756.041971,0.875,2486.1,2052.75,433.35,0.0,0.875,0.875,0.5,0.0,0,33,4000.0,948.092359,1356.087629,0.0,8,5
C10806,708.509086,1.0,2109.61,1734.61,375.0,366.008558,1.0,0.583333,1.0,0.166667,3,19,6500.0,4591.162882,296.681069,0.181818,12,5
C10811,9164.724752,1.0,3407.69,2074.16,1333.53,2063.860557,1.0,0.833333,1.0,0.166667,5,77,9500.0,0.0,,0.0,12,5
C10836,227.07351,1.0,2370.01,1682.03,687.98,0.0,1.0,0.333333,1.0,0.0,0,35,4200.0,1948.361057,162.995748,0.833333,12,5
C10845,2717.915641,1.0,1500.0,1500.0,0.0,475.122697,0.083333,0.083333,0.0,0.083333,1,2,4600.0,949.592719,885.376298,0.0,12,5
C10871,230.359954,1.0,2163.12,1383.12,780.0,0.0,1.0,1.0,0.333333,0.0,0,23,4000.0,0.0,,0.0,12,5
C10875,2210.404961,1.0,1790.64,1358.4,432.24,1660.66756,1.0,0.833333,1.0,0.75,18,52,10500.0,8862.839094,478.820544,0.0,12,5
C10882,11083.32542,1.0,2126.7,2026.7,100.0,1622.219455,0.5,0.25,0.416667,0.5,7,10,15000.0,2494.033369,2642.937347,0.0,12,5
C10887,9901.685569,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4,43,11500.0,2972.248185,2849.235124,0.0,12,5
C10888,2320.309453,1.0,2896.05,2209.21,686.84,187.030671,1.0,0.916667,0.916667,0.083333,1,90,13500.0,1341.195566,559.284909,0.0,12,5
C10905,1890.397414,1.0,2493.67,358.0,2135.67,0.0,1.0,0.083333,1.0,0.0,0,26,3000.0,916.285608,494.455132,0.0,12,5
C10918,228.909884,1.0,2617.85,2426.43,191.42,0.0,1.0,0.916667,0.416667,0.0,0,35,1800.0,1774.318305,143.208454,0.7,12,5
C10925,233.694622,1.0,1772.55,1352.55,420.0,0.0,1.0,1.0,0.75,0.0,0,29,1200.0,764.816144,227.726516,0.083333,12,5
C10926,150.52492,1.0,1850.31,1815.31,35.0,0.0,1.0,1.0,0.083333,0.0,0,41,14000.0,1856.821119,192.520664,0.636364,12,5
C10950,515.135703,1.0,2457.48,1272.5,1184.98,0.0,1.0,0.583333,1.0,0.0,0,69,7000.0,2858.180367,177.692271,0.25,12,5
C10959,179.290727,1.0,2540.9,1234.77,1306.13,0.0,0.916667,0.833333,0.916667,0.0,0,30,5000.0,2478.954766,168.750901,1.0,12,5
C10985,1518.813947,1.0,2110.98,1748.98,362.0,0.0,0.9,0.5,0.6,0.0,0,20,1700.0,663.894987,555.397214,0.0,10,5
C10991,463.07144,1.0,1817.84,1817.84,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,0.0,,0.0,12,5
C11001,160.816558,1.0,1755.76,1755.76,0.0,0.0,1.0,1.0,0.0,0.0,0,20,2500.0,1633.050111,194.343579,0.916667,12,5
C11005,3946.421177,1.0,1508.54,1508.54,0.0,0.0,1.0,1.0,0.0,0.0,0,16,8500.0,0.0,,0.0,12,5
C11009,343.966223,1.0,3927.12,0.0,3927.12,0.0,1.0,0.0,1.0,0.0,0,34,5500.0,3626.983417,198.454649,0.333333,12,5
C11015,1355.312146,0.818182,1682.06,1383.74,298.32,0.0,1.0,0.25,1.0,0.0,0,15,13000.0,6965.353704,487.620635,0.0,12,5
C11016,357.62718,1.0,3070.45,1864.11,1206.34,0.0,0.916667,0.916667,0.416667,0.0,0,20,18500.0,4023.111073,169.763154,1.0,12,5
C11019,2797.233197,1.0,2197.21,1101.76,1095.45,1824.823395,1.0,0.25,1.0,0.083333,2,31,4000.0,0.0,,0.0,12,5
C11024,1532.278572,1.0,2612.1,1375.5,1236.6,0.0,0.916667,0.916667,0.75,0.0,0,135,6500.0,1348.321843,433.618672,0.0,12,5
C11040,250.123525,0.909091,2655.99,2655.99,0.0,0.0,0.916667,0.916667,0.0,0.0,0,21,3600.0,3155.89347,168.814522,0.727273,12,5
C11042,3340.233396,1.0,1783.57,1400.59,382.98,9569.469311,0.833333,0.25,0.75,0.833333,29,22,8000.0,6173.822229,1030.053642,0.0,12,5
C11053,640.595851,1.0,2496.57,1837.56,659.01,0.0,0.5,0.333333,0.166667,0.0,0,14,3000.0,1145.707252,201.050218,0.0,12,5
C11054,270.096134,0.818182,3061.26,1913.26,1148.0,0.0,0.666667,0.333333,0.666667,0.0,0,20,6000.0,3594.046318,152.391012,0.454545,12,5
C11066,300.782119,0.909091,2590.95,2330.95,260.0,0.0,0.75,0.666667,0.25,0.0,0,18,10000.0,3286.584674,168.321916,0.875,12,5
C11082,1838.106824,1.0,2682.25,2632.4,49.85,188.36824,1.0,1.0,0.083333,0.083333,1,16,4500.0,1891.062946,429.697372,0.0,12,5
C11134,3676.070324,1.0,2255.1,1216.81,1038.29,106.449005,1.0,0.666667,1.0,0.083333,1,27,3500.0,2055.087209,3606.228152,0.0,12,5
C11139,3140.698358,1.0,1961.78,1107.29,854.49,0.0,1.0,0.166667,1.0,0.0,0,24,6000.0,5361.346807,742.308918,0.0,12,5
C11156,293.029263,0.818182,3094.97,185.0,2909.97,0.0,0.75,0.25,0.666667,0.0,0,12,14500.0,2543.550697,124.465257,0.666667,12,5
C11161,2730.843802,1.0,2900.0,2900.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,2900.0,0.0,,0.0,8,5
C11164,2391.843543,1.0,3279.57,777.63,2501.94,0.0,1.0,0.583333,0.916667,0.0,0,119,5000.0,1226.566229,547.949563,0.0,12,5
C11190,4550.717687,1.0,2094.99,1357.0,737.99,2392.186586,1.0,0.5,1.0,0.166667,2,23,7600.0,3172.264416,1091.281356,0.0,12,5
C11193,802.618739,1.0,2860.32,2435.82,424.5,0.0,0.666667,0.416667,0.416667,0.0,0,28,4500.0,2024.536409,232.97847,0.0,12,5
C11198,34.207779,0.090909,2483.26,2483.26,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,29272.48607,,0.0,12,5
C11204,537.002861,1.0,2275.97,2275.97,0.0,203.752607,0.583333,0.583333,0.0,0.083333,1,31,3000.0,1575.697754,179.584038,0.166667,12,5
C11220,229.913693,1.0,2406.77,1955.67,451.1,0.0,1.0,1.0,0.5,0.0,0,35,10000.0,2239.201417,194.72626,1.0,12,5
C11227,189.969435,1.0,2071.55,2001.55,70.0,47.875577,1.0,0.916667,0.166667,0.083333,1,19,9000.0,1679.943402,191.234533,1.0,12,5
C11241,915.981419,0.909091,2037.24,1587.24,450.0,0.0,0.833333,0.583333,0.666667,0.0,0,22,3500.0,411.176707,296.885026,0.125,12,5
C11243,653.004882,0.818182,2035.29,1259.58,775.71,0.0,0.75,0.5,0.5,0.0,0,29,9500.0,7590.280949,319.680283,0.0,12,5
C11246,5022.775729,1.0,2117.05,1947.05,170.0,0.0,0.833333,0.833333,0.166667,0.0,0,19,7000.0,1588.794697,1082.482851,0.0,12,5
C11256,156.536773,1.0,1903.66,1788.08,115.58,0.0,0.833333,0.833333,0.166667,0.0,0,35,9000.0,2093.551911,169.81431,1.0,12,5
C11257,233.393741,1.0,2346.94,1829.5,517.44,0.0,0.916667,0.75,0.75,0.0,0,39,4500.0,2029.208283,155.235425,0.875,12,5
C11260,5630.793848,1.0,2743.66,2743.66,0.0,2638.893572,0.75,0.75,0.0,0.166667,2,23,10500.0,1251.781578,1371.137719,0.0,12,5
C11269,3437.033859,1.0,1858.7,1858.7,0.0,3569.688273,0.583333,0.583333,0.0,0.833333,26,18,9000.0,6062.441603,1092.303319,0.0,12,5
C11284,527.965041,1.0,2808.2,1332.96,1475.24,0.0,1.0,0.583333,1.0,0.0,0,71,7000.0,2823.313675,175.39498,0.583333,12,5
C11286,5220.637076,1.0,2911.02,1647.3,1263.72,1992.386858,1.0,0.833333,1.0,0.166667,4,85,6000.0,2044.047768,1313.547582,0.0,12,5
C11291,1121.833202,1.0,2940.0,750.0,2190.0,0.0,1.0,0.083333,0.916667,0.0,0,13,3500.0,1279.460209,365.872805,0.3,12,5
C11293,3850.206279,1.0,2434.5,2372.1,62.4,6742.419844,0.5,0.333333,0.166667,0.666667,22,22,9000.0,6120.323572,1803.215713,0.0,12,5
C11299,2321.846501,1.0,2675.0,2675.0,0.0,2357.962605,0.666667,0.666667,0.0,0.166667,4,22,2500.0,5458.081568,3043.715928,0.083333,12,5
C11315,208.19101,1.0,2395.88,1516.09,879.79,0.0,1.0,1.0,0.75,0.0,0,63,5000.0,2131.759516,177.898546,0.75,12,5
C11321,1497.129794,1.0,2571.48,1867.92,703.56,0.0,0.833333,0.333333,0.666667,0.0,0,26,2500.0,3177.11973,851.600335,0.0,12,5
C11332,5858.617133,1.0,2761.41,2484.65,276.76,0.0,1.0,0.666667,0.666667,0.0,0,24,11000.0,1919.207449,1365.627377,0.0,12,5
C11344,275.956562,0.363636,1943.1,1644.79,298.31,0.0,0.333333,0.25,0.25,0.0,0,10,1800.0,5018.330901,268.760421,0.333333,12,5
C11356,2415.412234,1.0,3313.65,1938.44,1375.21,843.735376,1.0,0.666667,1.0,0.416667,10,55,8500.0,858.81107,582.753042,0.0,12,5
C11359,2249.731727,1.0,2598.54,1941.08,657.46,0.0,1.0,0.5,1.0,0.0,0,31,9000.0,1152.945008,593.311661,0.0,12,5
C11367,245.199649,1.0,2241.84,2241.84,0.0,0.0,0.916667,0.916667,0.0,0.0,0,27,6000.0,2033.297863,161.507699,0.2,12,5
C11368,1279.305202,1.0,2071.7,2071.7,0.0,2684.141722,0.5,0.5,0.0,0.333333,6,22,2500.0,2792.076889,658.688782,0.25,12,5
C11376,341.456099,1.0,2091.44,1242.9,848.54,0.0,1.0,0.5,1.0,0.0,0,38,3000.0,2252.250986,179.459441,0.083333,12,5
C11383,325.47428,1.0,3030.4,1358.32,1672.08,92.358043,1.0,1.0,0.916667,0.083333,2,76,3000.0,3117.11898,179.10451,1.0,12,5
C11402,4240.449485,1.0,2798.36,2798.36,0.0,48.46298,0.428571,0.428571,0.0,0.142857,1,4,4500.0,539.231042,931.531127,0.0,7,5
C11406,1186.928037,1.0,2178.0,1546.5,631.5,0.0,1.0,1.0,0.333333,0.0,0,28,7000.0,2565.252377,300.082054,0.0,12,5
C11414,1140.787563,1.0,2796.54,2096.49,700.05,0.0,0.833333,0.166667,0.75,0.0,0,15,4500.0,2139.874585,260.662747,0.0,12,5
C11415,281.469522,1.0,2500.03,2170.26,329.77,0.0,0.916667,0.916667,0.416667,0.0,0,25,12000.0,2463.043567,199.936768,0.909091,12,5
C11417,2297.696272,1.0,2764.0,2590.0,174.0,284.17727,0.416667,0.25,0.25,0.083333,1,9,6000.0,651.887762,800.040356,0.0,12,5
C11430,304.664917,1.0,2601.67,2508.57,93.1,0.0,0.666667,0.583333,0.083333,0.0,0,18,4000.0,2875.007088,150.184354,0.166667,12,5
C11449,3304.829014,1.0,2577.7,2577.7,0.0,0.0,0.583333,0.583333,0.0,0.0,0,23,5000.0,1411.392046,770.484199,0.0,12,5
C11452,227.636073,1.0,3050.64,1070.12,1980.52,0.0,1.0,0.666667,0.916667,0.0,0,46,8000.0,2597.767395,168.621828,0.363636,12,5
C11457,4007.32326,1.0,3333.95,1317.01,2016.94,513.286838,1.0,0.5,1.0,0.083333,2,91,6000.0,6967.667428,2158.446633,0.0,12,5
C11463,3308.148118,1.0,3767.75,160.0,3607.75,2567.221138,0.916667,0.083333,0.833333,0.083333,4,84,3000.0,3396.558042,4540.641433,0.0,12,5
C11468,311.357,0.818182,2283.07,2283.07,0.0,0.0,0.666667,0.666667,0.0,0.0,0,18,9000.0,2395.548466,178.054329,1.0,12,5
C11480,58.949864,1.0,2074.57,998.17,1076.4,0.0,0.916667,0.583333,0.5,0.0,0,25,6000.0,1694.490864,138.951551,0.333333,12,5
C11482,2920.392514,1.0,2673.73,1221.6,1452.13,5573.509394,1.0,0.333333,1.0,0.5,13,59,15000.0,3319.325665,649.154698,0.0,12,5
C11484,1887.119184,1.0,2450.73,1450.73,1000.0,0.0,0.583333,0.166667,0.416667,0.0,0,13,4200.0,1534.31902,612.83515,0.0,12,5
C11508,222.321892,0.909091,2417.54,1709.14,708.4,0.0,0.75,0.333333,0.5,0.0,0,17,8500.0,2222.490788,162.999636,1.0,12,5
C11519,262.106758,1.0,2625.84,2625.84,0.0,0.0,1.0,1.0,0.0,0.0,0,38,4500.0,2489.949174,167.452035,1.0,12,5
C11528,3181.996689,0.909091,2046.06,1605.62,440.44,565.897178,1.0,0.583333,0.916667,0.083333,2,27,10400.0,9801.637331,1254.849545,0.0,12,5
C11529,39.761286,0.454545,2858.26,1027.72,1830.54,0.0,1.0,0.75,1.0,0.0,0,40,7500.0,3327.955123,71.20589,0.3,12,5
C11532,2629.928623,1.0,2830.88,2019.76,811.12,95.275458,0.916667,0.916667,0.416667,0.083333,1,62,4500.0,4889.053647,1141.960634,0.0,12,5
C11550,432.385707,1.0,2171.86,1048.28,1123.58,138.67751,0.833333,0.416667,0.416667,0.083333,1,20,1200.0,1980.281176,195.203093,0.0,12,5
C11565,588.795215,0.636364,4116.0,0.0,4116.0,0.0,0.5,0.0,0.5,0.0,0,12,21500.0,8130.112361,224.763498,1.0,12,5
C11566,4627.588589,1.0,1774.46,1774.46,0.0,0.0,0.583333,0.583333,0.0,0.0,0,12,5200.0,864.174924,2154.424137,0.0,12,5
